seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,commit_reason,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name,source_file
42,22,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,23,covered,0.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,24,covered,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,25,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,26,open,1.0,7,5,0,6,timeout,9.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,27,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,28,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,29,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,30,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,31,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,32,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,33,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,34,open,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,35,open,1.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,36,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,37,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,38,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,39,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,40,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,41,open,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,42,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,43,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,44,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,45,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,46,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,47,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,48,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,49,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,50,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,51,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,52,covered,0.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,53,open,1.0,7,5,0,6,timeout,9.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,54,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,55,open,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,56,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,57,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,58,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,59,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,60,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,61,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,62,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,63,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,64,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,65,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,66,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,67,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,68,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,69,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,70,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,71,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,72,covered,0.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,73,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,74,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,75,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,76,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,77,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,78,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,79,open,0.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,80,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,81,open,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,82,open,0.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,83,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,84,covered,1.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,85,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,86,covered,0.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,87,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,88,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,89,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,90,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,91,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,92,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,93,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,94,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,95,open,1.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,96,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,97,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,98,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
42,99,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed42_trials.csv
43,0,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,1,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,2,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,3,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,4,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,5,open,1.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,6,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,7,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,8,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,9,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,10,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,11,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,12,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,13,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,14,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,15,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,16,open,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,17,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,18,open,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,19,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,20,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,21,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,22,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,23,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,24,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,25,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,26,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,27,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,28,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,29,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,30,open,1.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,31,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,32,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,33,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,34,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,35,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,36,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,37,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,38,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,39,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,40,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,41,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,42,open,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,43,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,44,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,45,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,46,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,47,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,48,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,49,open,1.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,50,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,51,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,52,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,53,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,54,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,55,covered,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,56,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,57,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,58,open,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,59,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,60,open,0.0,7,5,0,6,timeout,9.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,61,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,62,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,63,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,64,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,65,covered,1.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,66,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,67,open,0.0,7,5,0,6,timeout,9.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,68,covered,0.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,69,covered,1.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,70,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,71,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,72,open,0.0,7,2,0,6,bound,6.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,73,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,74,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,75,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,76,open,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,77,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,78,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,79,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,80,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,81,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,82,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,83,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,84,covered,0.0,7,4,0,6,bound,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,85,open,1.0,7,5,0,6,timeout,9.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,86,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,87,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,88,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,89,open,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,90,open,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,91,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,92,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,93,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,94,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,95,covered,0.0,5,2,0,4,bound,5.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,96,open,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,97,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,98,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
43,99,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed43_trials.csv
44,0,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,1,open,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,2,covered,1.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,3,open,0.0,7,4,0,6,timeout,8.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,4,open,1.0,7,3,0,6,timeout,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,5,covered,0.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,6,covered,1.0,7,3,0,6,bound,7.02535169073515,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,7,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,8,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,9,covered,1.0,3,0,0,2,bound,2.4849066497880004,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
44,10,covered,0.0,5,1,0,4,bound,4.401197381662155,explore,exploit,False,stage3_1a,full,stage3_1a_seed44_trials.csv
